Item Number ,Description 1 ,Type ,Trans ,ID ,Tran Date ,Time ,Date ,Op ,OP Desc ,Work Ctr ,WC Name ,Department ,Dept Name ,Milestone ,Shift ,Employee ,Site ,Line ,Qty Completed ,Std Run ,Act Run ,User ID 
1513269-01,P708 LINKAGE Mono,BACKFLSH,"2,467,599","4,543,153",6/5/2023,10:46:52,6/5/2023,500,PACK LINKAGE,"3,577","P3 BA,CA,DA PACK -P708","7,222",P708 Linkage Assembly,yes,2,TB,984,TIL,84,0.00999,0.839,berencsb
1243290-01,P708 TIEROD Mono 4x4,BACKFLSH,"2,467,600","4,543,169",6/5/2023,10:48:50,6/5/2023,500,ASB TIEROD,"3,571",P3 TR FINAL ASY -P708,"7,222",P708 Linkage Assembly,yes,2,TB,984,TIL,799,0.00999,7.982,berencsb
1243289,P708 DRAGLINK,BACKFLSH,"2,467,601","4,543,168",6/5/2023,10:49:01,6/5/2023,500,ASB DRAGLINK,"3,569",P3 DL ASY -P708,"7,222",P708 Linkage Assembly,yes,2,TB,984,TIL,205,0.00955,1.958,berencsb
1243289,P708 DRAGLINK,BACKFLSH,"2,467,602","4,543,168",6/5/2023,10:49:01,6/5/2023,499,ASB LBR-D'LINK,"3,567",P3 DIAL#2 BOWLS -P708,"7,222",P708 Linkage Assembly,no,2,,984,TIL,205,0.00048,0.098,berencsb
1243292-01,P708 TIEROD Mono,BACKFLSH,"2,467,603","4,543,160",6/5/2023,10:49:13,6/5/2023,500,ASB TIEROD,"3,571",P3 TR FINAL ASY -P708,"7,222",P708 Linkage Assembly,yes,2,TB,984,TIL,84,0.00999,0.839,berencsb
1243291,P708 DRAGLINK,BACKFLSH,"2,467,604","4,543,159",6/5/2023,10:49:24,6/5/2023,500,ASB DRAGLINK,"3,569",P3 DL ASY -P708,"7,222",P708 Linkage Assembly,yes,2,TB,984,TIL,15,0.00955,0.143,berencsb
1243291,P708 DRAGLINK,BACKFLSH,"2,467,605","4,543,159",6/5/2023,10:49:24,6/5/2023,499,ASB LBR-D'LINK,"3,567",P3 DIAL#2 BOWLS -P708,"7,222",P708 Linkage Assembly,no,2,,984,TIL,15,0.00048,0.007,berencsb
1213893,P708 TR LH ASSEMBLY,BACKFLSH,"2,467,606","4,543,165",6/5/2023,10:51:04,6/5/2023,"1,530",ASB INDEX BAR,"3,568",P3 INDEX BAR ASY -P708,"7,222",P708 Linkage Assembly,yes,2,TB,984,TIL,799,0.00709,5.665,berencsb
1213893,P708 TR LH ASSEMBLY,BACKFLSH,"2,467,609","4,543,165",6/5/2023,10:51:04,6/5/2023,"1,520","ASB BOWL,SEAL-PIN JT","3,566",P3 DIAL#1 PIN/CA -P708,"7,222",P708 Linkage Assembly,no,2,,984,TIL,799,0.00423,3.38,berencsb
1213893,P708 TR LH ASSEMBLY,BACKFLSH,"2,467,610","4,543,165",6/5/2023,10:51:04,6/5/2023,"1,529",ASB LBR-INDEX BAR,"3,567",P3 DIAL#2 BOWLS -P708,"7,222",P708 Linkage Assembly,no,2,,984,TIL,799,0.00294,2.349,berencsb
1213894,P708 TR RH ASSEMBLY,BACKFLSH,"2,467,611","4,543,166",6/5/2023,10:51:12,6/5/2023,"1,530",ASB INDEX BAR,"3,568",P3 INDEX BAR ASY -P708,"7,222",P708 Linkage Assembly,yes,2,TB,984,TIL,799,0.00709,5.665,berencsb
1213894,P708 TR RH ASSEMBLY,BACKFLSH,"2,467,612","4,543,166",6/5/2023,10:51:12,6/5/2023,800,E-COAT 20 PCS/RACK,"4,501",P3 E-COAT COMPLEX,"7,388",E-Coat,no,2,,984,TIL,799,0.00428,3.42,berencsb
1213894,P708 TR RH ASSEMBLY,BACKFLSH,"2,467,613","4,543,166",6/5/2023,10:51:12,6/5/2023,"1,519",ASB LBR-BOWL,"3,567",P3 DIAL#2 BOWLS -P708,"7,222",P708 Linkage Assembly,no,2,,984,TIL,799,0.00581,4.642,berencsb
1213894,P708 TR RH ASSEMBLY,BACKFLSH,"2,467,614","4,543,166",6/5/2023,10:51:12,6/5/2023,"1,520","ASB BOWL,SEAL-CABJ","3,566",P3 DIAL#1 PIN/CA -P708,"7,222",P708 Linkage Assembly,no,2,,984,TIL,799,0.00423,3.38,berencsb
1213894,P708 TR RH ASSEMBLY,BACKFLSH,"2,467,615","4,543,166",6/5/2023,10:51:12,6/5/2023,"1,529",ASB LBR-INDEX BAR,"3,567",P3 DIAL#2 BOWLS -P708,"7,222",P708 Linkage Assembly,no,2,,984,TIL,799,0.00294,2.349,berencsb
1213891,P708 DL OUTER ASSEMBLY,BACKFLSH,"2,467,616","4,543,163",6/5/2023,10:51:22,6/5/2023,"1,520","ASB BOWL,SEAL","3,567",P3 DIAL#2 BOWLS -P708,"7,222",P708 Linkage Assembly,yes,2,TB,984,TIL,205,0.00492,1.009,berencsb
1213891,P708 DL OUTER ASSEMBLY,BACKFLSH,"2,467,617","4,543,163",6/5/2023,10:51:22,6/5/2023,800,E-COAT 90 PCS/RACK,"4,501",P3 E-COAT COMPLEX,"7,388",E-Coat,no,2,,984,TIL,205,0.00159,0.326,berencsb
1213891,P708 DL OUTER ASSEMBLY,BACKFLSH,"2,467,618","4,543,163",6/5/2023,10:51:22,6/5/2023,"1,519",ASB LBR-BOWL,"3,567",P3 DIAL#2 BOWLS -P708,"7,222",P708 Linkage Assembly,no,2,,984,TIL,205,0.00507,1.039,berencsb
1213897,P708 TR LH ASSEMBLY,BACKFLSH,"2,467,619","4,543,156",6/5/2023,10:51:34,6/5/2023,"1,530",ASB INDEX BAR,"3,568",P3 INDEX BAR ASY -P708,"7,222",P708 Linkage Assembly,yes,2,TB,984,TIL,84,0.00709,0.596,berencsb
1213897,P708 TR LH ASSEMBLY,BACKFLSH,"2,467,620","4,543,156",6/5/2023,10:51:34,6/5/2023,800,E-COAT 20 PCS/RACK,"4,501",P3 E-COAT COMPLEX,"7,388",E-Coat,no,2,,984,TIL,84,0.00428,0.36,berencsb
1213897,P708 TR LH ASSEMBLY,BACKFLSH,"2,467,621","4,543,156",6/5/2023,10:51:34,6/5/2023,"1,519",ASB LBR-BOWL,"3,567",P3 DIAL#2 BOWLS -P708,"7,222",P708 Linkage Assembly,no,2,,984,TIL,84,0.00581,0.488,berencsb
1213897,P708 TR LH ASSEMBLY,BACKFLSH,"2,467,622","4,543,156",6/5/2023,10:51:34,6/5/2023,"1,520","ASB BOWL,SEAL-PIN JT","3,566",P3 DIAL#1 PIN/CA -P708,"7,222",P708 Linkage Assembly,no,2,,984,TIL,84,0.00423,0.355,berencsb
1213897,P708 TR LH ASSEMBLY,BACKFLSH,"2,467,623","4,543,156",6/5/2023,10:51:34,6/5/2023,"1,529",ASB LBR-INDEX BAR,"3,567",P3 DIAL#2 BOWLS -P708,"7,222",P708 Linkage Assembly,no,2,,984,TIL,84,0.00294,0.247,berencsb
1213898,P708 TR RH ASSEMBLY,BACKFLSH,"2,467,624","4,543,157",6/5/2023,10:51:40,6/5/2023,"1,530",ASB INDEX BAR,"3,568",P3 INDEX BAR ASY -P708,"7,222",P708 Linkage Assembly,yes,2,TB,984,TIL,84,0.00709,0.596,berencsb
1213898,P708 TR RH ASSEMBLY,BACKFLSH,"2,467,625","4,543,157",6/5/2023,10:51:40,6/5/2023,800,E-COAT 20 PCS/RACK,"4,501",P3 E-COAT COMPLEX,"7,388",E-Coat,no,2,,984,TIL,84,0.00428,0.36,berencsb
1213898,P708 TR RH ASSEMBLY,BACKFLSH,"2,467,626","4,543,157",6/5/2023,10:51:40,6/5/2023,"1,519",ASB LBR-BOWL,"3,567",P3 DIAL#2 BOWLS -P708,"7,222",P708 Linkage Assembly,no,2,,984,TIL,84,0.00581,0.488,berencsb
1213898,P708 TR RH ASSEMBLY,BACKFLSH,"2,467,627","4,543,157",6/5/2023,10:51:40,6/5/2023,"1,520","ASB BOWL,SEAL-CABJ","3,566",P3 DIAL#1 PIN/CA -P708,"7,222",P708 Linkage Assembly,no,2,,984,TIL,84,0.00423,0.355,berencsb
1213898,P708 TR RH ASSEMBLY,BACKFLSH,"2,467,628","4,543,157",6/5/2023,10:51:40,6/5/2023,"1,529",ASB LBR-INDEX BAR,"3,567",P3 DIAL#2 BOWLS -P708,"7,222",P708 Linkage Assembly,no,2,,984,TIL,84,0.00294,0.247,berencsb
1223161,P708 TR TUBE SUB-ASY,BACKFLSH,"2,467,629","4,543,158",6/5/2023,10:51:48,6/5/2023,"1,500",ASB TUBE SUB-ASY,"3,570",P3 TR SUB-ASY -P708,"7,222",P708 Linkage Assembly,yes,2,TB,984,TIL,84,0.00935,0.785,berencsb
1223161,P708 TR TUBE SUB-ASY,BACKFLSH,"2,467,630","4,543,158",6/5/2023,10:51:48,6/5/2023,800,E-COAT 20 PCS/RACK,"4,501",P3 E-COAT COMPLEX,"7,388",E-Coat,no,2,,984,TIL,84,0.00571,0.48,berencsb
1223161,P708 TR TUBE SUB-ASY,BACKFLSH,"2,467,631","4,543,158",6/5/2023,10:51:48,6/5/2023,"1,499",ASB LBR-TUBE-SUB-ASY,"3,567",P3 DIAL#2 BOWLS -P708,"7,222",P708 Linkage Assembly,no,2,,984,TIL,84,0.00068,0.057,berencsb
1213892,P708 DL INNER ASSEMBLY,BACKFLSH,"2,467,632","4,543,164",6/5/2023,10:51:56,6/5/2023,"1,530",ASB INDEX BAR,"3,574",P3 INDEX BAR ASY-P708 AA,"7,222",P708 Linkage Assembly,yes,2,TB,984,TIL,83,0.00952,0.79,berencsb
1213892,P708 DL INNER ASSEMBLY,BACKFLSH,"2,467,633","4,543,164",6/5/2023,10:51:56,6/5/2023,800,E-COAT 15 PCS/RACK,"4,501",P3 E-COAT COMPLEX,"7,388",E-Coat,no,2,,984,TIL,83,0.00476,0.395,berencsb
1213892,P708 DL INNER ASSEMBLY,BACKFLSH,"2,467,634","4,543,164",6/5/2023,10:51:56,6/5/2023,"1,519",ASB LBR-BOWL,"3,567",P3 DIAL#2 BOWLS -P708,"7,222",P708 Linkage Assembly,no,2,,984,TIL,83,0.00507,0.421,berencsb
1213892,P708 DL INNER ASSEMBLY,BACKFLSH,"2,467,635","4,543,164",6/5/2023,10:51:56,6/5/2023,"1,520","ASB BOWL,SEAL","3,567",P3 DIAL#2 BOWLS -P708,"7,222",P708 Linkage Assembly,no,2,,984,TIL,83,0.00492,0.408,berencsb
1213892,P708 DL INNER ASSEMBLY,BACKFLSH,"2,467,636","4,543,164",6/5/2023,10:51:56,6/5/2023,"1,529",ASB LBR-INDEX BAR,"3,567",P3 DIAL#2 BOWLS -P708,"7,222",P708 Linkage Assembly,no,2,,984,TIL,83,0.00047,0.039,berencsb
1223160,P708 TR TUBE SUB-ASY,BACKFLSH,"2,467,637","4,543,167",6/5/2023,10:52:06,6/5/2023,"1,500",ASB TUBE SUB-ASY,"3,570",P3 TR SUB-ASY -P708,"7,222",P708 Linkage Assembly,yes,2,TB,984,TIL,48,0.00935,0.449,berencsb
1223160,P708 TR TUBE SUB-ASY,BACKFLSH,"2,467,638","4,543,167",6/5/2023,10:52:06,6/5/2023,800,E-COAT 20 PCS/RACK,"4,501",P3 E-COAT COMPLEX,"7,388",E-Coat,no,2,,984,TIL,48,0.00571,0.274,berencsb
1223160,P708 TR TUBE SUB-ASY,BACKFLSH,"2,467,639","4,543,167",6/5/2023,10:52:06,6/5/2023,"1,499",ASB LBR-TUBE-SUB-ASY,"3,567",P3 DIAL#2 BOWLS -P708,"7,222",P708 Linkage Assembly,no,2,,984,TIL,48,0.00068,0.033,berencsb
1213895,P708 DL INNER ASSEMBLY,BACKFLSH,"2,467,640","4,543,154",6/5/2023,10:52:15,6/5/2023,"1,530",ASB INDEX BAR,"3,574",P3 INDEX BAR ASY-P708 AA,"7,222",P708 Linkage Assembly,yes,2,TB,984,TIL,15,0.00952,0.143,berencsb
1213895,P708 DL INNER ASSEMBLY,BACKFLSH,"2,467,641","4,543,154",6/5/2023,10:52:15,6/5/2023,800,E-COAT 15 PCS/RACK,"4,501",P3 E-COAT COMPLEX,"7,388",E-Coat,no,2,,984,TIL,15,0.00476,0.071,berencsb
1213895,P708 DL INNER ASSEMBLY,BACKFLSH,"2,467,642","4,543,154",6/5/2023,10:52:15,6/5/2023,"1,519",ASB LBR-BOWL,"3,567",P3 DIAL#2 BOWLS -P708,"7,222",P708 Linkage Assembly,no,2,,984,TIL,15,0.00507,0.076,berencsb
1213895,P708 DL INNER ASSEMBLY,BACKFLSH,"2,467,643","4,543,154",6/5/2023,10:52:15,6/5/2023,"1,520","ASB BOWL,SEAL","3,567",P3 DIAL#2 BOWLS -P708,"7,222",P708 Linkage Assembly,no,2,,984,TIL,15,0.00492,0.074,berencsb
1213895,P708 DL INNER ASSEMBLY,BACKFLSH,"2,467,644","4,543,154",6/5/2023,10:52:15,6/5/2023,"1,529",ASB LBR-INDEX BAR,"3,567",P3 DIAL#2 BOWLS -P708,"7,222",P708 Linkage Assembly,no,2,,984,TIL,15,0.00047,0.007,berencsb
1213896,P708 DL OUTER ASSEMBLY,BACKFLSH,"2,467,645","4,543,155",6/5/2023,10:52:25,6/5/2023,"1,520","ASB BOWL,SEAL","3,567",P3 DIAL#2 BOWLS -P708,"7,222",P708 Linkage Assembly,yes,2,TB,984,TIL,15,0.00492,0.074,berencsb
1213896,P708 DL OUTER ASSEMBLY,BACKFLSH,"2,467,646","4,543,155",6/5/2023,10:52:25,6/5/2023,800,E-COAT 90 PCS/RACK,"4,501",P3 E-COAT COMPLEX,"7,388",E-Coat,no,2,,984,TIL,15,0.00159,0.024,berencsb
1213896,P708 DL OUTER ASSEMBLY,BACKFLSH,"2,467,647","4,543,155",6/5/2023,10:52:25,6/5/2023,"1,519",ASB LBR-BOWL,"3,567",P3 DIAL#2 BOWLS -P708,"7,222",P708 Linkage Assembly,no,2,,984,TIL,15,0.00507,0.076,berencsb
1272105,P708 KNUCKLE BJ MACH'D,BACKFLSH,"2,467,704","4,543,016",6/5/2023,15:31:38,6/5/2023,400,"MACH ID, OD SEAL GROOVE","1,639",P3 OKUMA 2SP 150H BJ MCH,"7,218",P708 Shell Machining,yes,2,8921,984,TIL,845,0.0046,3.887,rpauser
22385,"G05 STUD M/C,HRDN,TMPR",BACKFLSH,"2,467,705","4,543,018",6/5/2023,15:32:28,6/5/2023,410,"IND HRDN,TMPR","1,631",P3 BALL STUD IH & TEMPER,"7,429",BMW Stud Mach/Ind Hrdn,yes,2,8921,984,TIL,"2,474.00",0.00455,11.257,rpauser
22385,"G05 STUD M/C,HRDN,TMPR",BACKFLSH,"2,467,706","4,543,018",6/5/2023,15:32:28,6/5/2023,404,TURN & BURN,"1,629",P3 BALL STUD TURN/BURN,"7,429",BMW Stud Mach/Ind Hrdn,no,2,,984,TIL,"2,474.00",0,0,rpauser
22385,"G05 STUD M/C,HRDN,TMPR",BACKFLSH,"2,467,707","4,543,018",6/5/2023,15:32:28,6/5/2023,405,THREAD,"1,630",P3 BALL STUD THREAD,"7,429",BMW Stud Mach/Ind Hrdn,no,2,,984,TIL,"2,474.00",0,0,rpauser
1653274,G05 FLTA BJ ASB RH,BACKFLSH,"2,467,708","4,543,365",6/5/2023,15:33:17,6/5/2023,510,"ASB BJ, PROT","3,556","P3ASB DIAL-DS,BMW F15(D3","7,208",BMW Assembly,yes,2,8921,984,TIL,216,0.0039,0.842,rpauser
1683199,G05 FLCA BJ ASB LH,BACKFLSH,"2,467,709","4,543,020",6/5/2023,15:34:06,6/5/2023,510,"ASB BJ,PROT","3,652",P3 BJ/SEAL ASB,"7,208",BMW Assembly,yes,2,8921,984,TIL,610,0.00441,2.69,rpauser
1683200,G05 FLCA BJ ASB RH,BACKFLSH,"2,467,710","4,543,021",6/5/2023,15:34:55,6/5/2023,510,"ASB BJ,PROT","3,652",P3 BJ/SEAL ASB,"7,208",BMW Assembly,yes,2,8921,984,TIL,455,0.00441,2.007,rpauser
23412,P708 KNUCKLE STUD MACH'D,BACKFLSH,"2,467,711","4,543,022",6/5/2023,15:35:44,6/5/2023,404,TURN & BURN,"1,632",P3 ETA TB076 TURN/BURN,"7,329",KA/DR/T1/CD4 Stud Mach,yes,2,8921,984,TIL,929,0,0,rpauser
23412,P708 KNUCKLE STUD MACH'D,BACKFLSH,"2,467,712","4,543,022",6/5/2023,15:35:44,6/5/2023,400,ROUGH MACH,"1,636",P3 BALL STUD RGH MACH'G,"7,329",KA/DR/T1/CD4 Stud Mach,no,2,,984,TIL,929,0.00546,5.072,rpauser
22413,P708 KNUCKLE STUD MACH'D,BACKFLSH,"2,467,713","4,543,367",6/5/2023,15:36:33,6/5/2023,404,TURN & BURN,"1,632",P3 ETA TB076 TURN/BURN,"7,329",KA/DR/T1/CD4 Stud Mach,yes,2,8921,984,TIL,396,0,0,rpauser
22413,P708 KNUCKLE STUD MACH'D,BACKFLSH,"2,467,714","4,543,367",6/5/2023,15:36:33,6/5/2023,400,ROUGH MACH,"1,636",P3 BALL STUD RGH MACH'G,"7,329",KA/DR/T1/CD4 Stud Mach,no,2,,984,TIL,396,0.00656,2.598,rpauser
23399,"P708 STUD MACH'D, IH",BACKFLSH,"2,467,715","4,543,366",6/5/2023,15:37:22,6/5/2023,410,"IND HRDN,TMPR","1,635",P3 BALL STUD IH&EDDY C,"7,329",KA/DR/T1/CD4 Stud Mach,yes,2,8921,984,TIL,80,0.00314,0.251,rpauser
22397,P708 TBR BJ STUD MACH'D,BACKFLSH,"2,467,716","4,544,151",6/5/2023,15:38:12,6/5/2023,405,THREAD,"2,020",P3 IZPE AUTO THREADER,"7,329",KA/DR/T1/CD4 Stud Mach,yes,2,8921,984,til,961,0,0,rpauser
23399,"P708 STUD MACH'D, IH",BACKFLSH,"2,467,717","4,543,366",6/5/2023,15:39:01,6/5/2023,405,THREAD,"2,020",P3 IZPE AUTO THREADER,"7,329",KA/DR/T1/CD4 Stud Mach,yes,2,8921,984,TIL,961,0,0,rpauser
23412,P708 KNUCKLE STUD MACH'D,BACKFLSH,"2,467,718","4,543,022",6/5/2023,15:39:51,6/5/2023,405,THREAD,"2,020",P3 IZPE AUTO THREADER,"7,329",KA/DR/T1/CD4 Stud Mach,yes,2,8921,984,TIL,"1,115.00",0,0,rpauser
22385,"G05 STUD M/C,HRDN,TMPR",BACKFLSH,"2,467,721","4,543,018",6/5/2023,15:41:31,6/5/2023,400,"MACHINE,THREAD,","1,628",P3 BALL STUD RGH MACH'G,"7,429",BMW Stud Mach/Ind Hrdn,yes,2,8921,984,TIL,"1,618.00",0.00883,14.287,rpauser
1273105-01,P708 KNUCKLE LBJ ASB,BACKFLSH,"2,467,719","4,543,368",6/5/2023,15:40:41,6/5/2023,535,ASB PROT & PACK,"3,623",P3 ASB DIAL-BALLJTS,"7,220",P708 Ball Joint Assembly,yes,2,8921,984,TIL,"1,304.00",0.00255,3.325,rpauser
1273105-01,P708 KNUCKLE LBJ ASB,BACKFLSH,"2,467,720","4,543,368",6/5/2023,15:40:41,6/5/2023,520,ASB BALLJOINT,"3,623",P3 ASB DIAL-BALLJTS,"7,220",P708 Ball Joint Assembly,no,2,,984,TIL,"1,304.00",0.00255,3.325,rpauser
1682199,G05 FLCA MACH'D LH,BACKFLSH,"2,467,722","4,543,024",6/5/2023,15:42:20,6/5/2023,400,MACHINE COMPLETE,"1,609",P3 MAKINO A77-BMW STL,"7,202",BMW F15 STL MACH'G,yes,2,8921,984,TIL,410,0.01006,4.125,rpauser
1682199,G05 FLCA MACH'D LH,BACKFLSH,"2,467,723","4,543,024",6/5/2023,15:42:20,6/5/2023,399,MACH'G LBR,"1,609",P3 MAKINO A77-BMW STL,"7,202",BMW F15 STL MACH'G,no,2,,984,TIL,410,0.00503,2.062,rpauser
1682200,G05 FLCA MACH'D RH,BACKFLSH,"2,467,724","4,543,025",6/5/2023,15:43:09,6/5/2023,400,MACHINE COMPLETE,"1,609",P3 MAKINO A77-BMW STL,"7,202",BMW F15 STL MACH'G,yes,2,8921,984,TIL,410,0.01006,4.125,rpauser
1682200,G05 FLCA MACH'D RH,BACKFLSH,"2,467,725","4,543,025",6/5/2023,15:43:09,6/5/2023,399,MACH'G LBR,"1,609",P3 MAKINO A77-BMW STL,"7,202",BMW F15 STL MACH'G,no,2,,984,TIL,410,0.00503,2.062,rpauser
1652273,G05 FLTA MACH'D LH,BACKFLSH,"2,467,726","4,543,026",6/5/2023,15:43:58,6/5/2023,400,MACHINE COMPLETE,"1,609",P3 MAKINO A77-BMW STL,"7,202",BMW F15 STL MACH'G,yes,2,8921,984,TIL,452,0.00836,3.779,rpauser
1652273,G05 FLTA MACH'D LH,BACKFLSH,"2,467,727","4,543,026",6/5/2023,15:43:58,6/5/2023,399,MACHINE COMPLETE,"1,609",P3 MAKINO A77-BMW STL,"7,202",BMW F15 STL MACH'G,no,2,,984,TIL,452,0.00418,1.889,rpauser
1652274,G05 FLTA MACH'D RH,BACKFLSH,"2,467,728","4,543,027",6/5/2023,15:44:48,6/5/2023,400,MACHINE COMPLETE,"1,609",P3 MAKINO A77-BMW STL,"7,202",BMW F15 STL MACH'G,yes,2,8921,984,TIL,452,0.00836,3.779,rpauser
1652274,G05 FLTA MACH'D RH,BACKFLSH,"2,467,729","4,543,027",6/5/2023,15:44:48,6/5/2023,399,MACHINE COMPLETE,"1,609",P3 MAKINO A77-BMW STL,"7,202",BMW F15 STL MACH'G,no,2,,984,TIL,452,0.00418,1.889,rpauser
1662013,780B KNCKLE BRKT MACH RH,BACKFLSH,"2,467,730","4,543,028",6/5/2023,15:45:37,6/5/2023,400,MACHINE COMPLETE,"1,627",P3 KIWA HMC,"7,217",Toyota Knuckle Mach Asy,yes,2,8921,984,TIL,42,0.01196,0.502,rpauser
1662014,780B KNCKLE BRKT MACH LH,BACKFLSH,"2,467,731","4,543,029",6/5/2023,15:46:26,6/5/2023,400,MACHINE COMPLETE,"1,627",P3 KIWA HMC,"7,217",Toyota Knuckle Mach Asy,yes,2,8921,984,TIL,39,0.01196,0.466,rpauser
1662013,780B KNCKLE BRKT MACH RH,BACKFLSH,"2,467,732","4,543,028",6/5/2023,15:47:15,6/5/2023,400,MACHINE COMPLETE,"1,627",P3 KIWA HMC,"7,217",Toyota Knuckle Mach Asy,yes,2,8921,984,TIL,39,0.01196,0.466,rpauser
1662014,780B KNCKLE BRKT MACH LH,BACKFLSH,"2,467,733","4,543,029",6/5/2023,15:48:05,6/5/2023,400,MACHINE COMPLETE,"1,627",P3 KIWA HMC,"7,217",Toyota Knuckle Mach Asy,yes,2,8921,984,TIL,36,0.01196,0.431,rpauser
1672197,BR167 FUCA LH MACH SHELL,BACKFLSH,"2,467,734","4,543,030",6/5/2023,15:48:54,6/5/2023,400,MACHINE COMPLETE,"1,624",P3 MAKINO A61,"7,215",BR167 Mach'g & Assembly,yes,2,8921,984,TIL,392,0.00779,3.054,rpauser
1672198,BR167 FUCA RH MACH SHELL,BACKFLSH,"2,467,735","4,543,031",6/5/2023,15:49:43,6/5/2023,400,MACHINE COMPLETE,"1,624",P3 MAKINO A61,"7,215",BR167 Mach'g & Assembly,yes,2,8921,984,TIL,396,0.00779,3.085,rpauser
1673197,BR167 FUCA LH,BACKFLSH,"2,467,736","4,543,032",6/5/2023,15:50:33,6/5/2023,500,"ASB BUSHINGS,BJ & PACK","3,655",P3 BUSHING/BJ ASB,"7,215",BR167 Mach'g & Assembly,yes,2,8921,984,TIL,367,0.00779,2.859,rpauser
1673197,BR167 FUCA LH,BACKFLSH,"2,467,737","4,543,032",6/5/2023,15:50:33,6/5/2023,499,LABOUR-2nd OPER,"3,655",P3 BUSHING/BJ ASB,"7,215",BR167 Mach'g & Assembly,no,2,,984,TIL,367,0.00779,2.859,rpauser
1673198,BR167 FUCA RH,BACKFLSH,"2,467,738","4,543,033",6/5/2023,15:51:22,6/5/2023,500,"ASB BUSHINGS,BJ & PACK","3,655",P3 BUSHING/BJ ASB,"7,215",BR167 Mach'g & Assembly,yes,2,8921,984,TIL,373,0.00779,2.906,rpauser
1673198,BR167 FUCA RH,BACKFLSH,"2,467,739","4,543,033",6/5/2023,15:51:22,6/5/2023,499,LABOUR-2nd OPER,"3,655",P3 BUSHING/BJ ASB,"7,215",BR167 Mach'g & Assembly,no,2,,984,TIL,373,0.00779,2.906,rpauser
1652271,BR167 RUTA M/C SHELL,BACKFLSH,"2,467,740","4,543,034",6/5/2023,15:52:12,6/5/2023,400,MACHINE COMPLETE,"1,624",P3 MAKINO A61,"7,215",BR167 Mach'g & Assembly,yes,2,8921,984,TIL,6,0,0,rpauser
1652275,BR167 RUCA M/C SHELL,BACKFLSH,"2,467,741","4,544,090",6/5/2023,15:53:01,6/5/2023,400,MACHINE COMPLETE,"1,624",P3 MAKINO A61,"7,215",BR167 Mach'g & Assembly,yes,2,8921,984,TIL,620,0.01033,6.405,rpauser
1653271,BR167 RUTA ASSY LH,BACKFLSH,"2,467,742","4,543,035",6/5/2023,15:53:51,6/5/2023,500,ASB BUSHINGS & PACK,"3,654",P3 BUSHING ASB,"7,215",BR167 Mach'g & Assembly,yes,2,8921,984,TIL,1,0.00756,0.008,rpauser
1653276,BR167 RUCA HYBRID ASB RH,BACKFLSH,"2,467,743","4,545,452",6/5/2023,15:54:40,6/5/2023,500,ASB BUSHINGS & PACK,"3,654",P3 BUSHING ASB,"7,215",BR167 Mach'g & Assembly,yes,2,8921,984,TIL,611,0.00674,4.118,rpauser
1653285,BR167 AMG RUTA ASSY LH,BACKFLSH,"2,467,744","4,544,103",6/5/2023,15:55:30,6/5/2023,500,ASB BUSHINGS & PACK,"3,654",P3 BUSHING ASB,"7,215",BR167 Mach'g & Assembly,yes,2,8921,984,TIL,1,0.00756,0.008,rpauser
1653297-04,G05 FLTA ASSEMBLY LH,BACKFLSH,"2,467,745","4,543,414",6/5/2023,15:56:19,6/5/2023,"13,500",APPLY LABEL & PACK,"3,564",P3 BUSHING PRESS - BMW,"7,208",BMW Assembly,yes,2,8921,984,TIL,205,0.005,1.025,rpauser
1653297-04,G05 FLTA ASSEMBLY LH,BACKFLSH,"2,467,746","4,543,414",6/5/2023,15:56:19,6/5/2023,"12,520",THERM CAL,"3,646",P3 THERM CALIBRATE OVEN,"7,208",BMW Assembly,no,2,,984,TIL,205,0,0,rpauser
1653297-04,G05 FLTA ASSEMBLY LH,BACKFLSH,"2,467,747","4,543,414",6/5/2023,15:56:19,6/5/2023,"12,535","TORQ CHK,ASB SEAL,WSHR","3,565","P3 TRQ CHK,SEAL ASB-BMW","7,208",BMW Assembly,no,2,,984,TIL,205,0.005,1.025,rpauser
1653297-04,G05 FLTA ASSEMBLY LH,BACKFLSH,"2,467,748","4,543,414",6/5/2023,15:56:19,6/5/2023,"13,499","ASB BUSHING, PROT","3,564",P3 BUSHING PRESS - BMW,"7,208",BMW Assembly,no,2,,984,TIL,205,0.005,1.025,rpauser
1683199-03,G05 FLCA ASSEMBLY LH,BACKFLSH,"2,467,749","4,543,601",6/5/2023,15:57:09,6/5/2023,"13,500",APPLY LABEL & PACK,"3,564",P3 BUSHING PRESS - BMW,"7,208",BMW Assembly,yes,2,8921,984,TIL,603,0.005,3.015,rpauser
1683199-03,G05 FLCA ASSEMBLY LH,BACKFLSH,"2,467,750","4,543,601",6/5/2023,15:57:09,6/5/2023,"12,520",THERM CAL,"3,646",P3 THERM CALIBRATE OVEN,"7,208",BMW Assembly,no,2,,984,TIL,603,0,0,rpauser
1683199-03,G05 FLCA ASSEMBLY LH,BACKFLSH,"2,467,751","4,543,601",6/5/2023,15:57:09,6/5/2023,"12,535","TORQ CHK,ASB SEAL,WSHR","3,565","P3 TRQ CHK,SEAL ASB-BMW","7,208",BMW Assembly,no,2,,984,TIL,603,0.005,3.015,rpauser
