Item Number ,Description 1 ,Type ,Trans ,ID ,Tran Date ,Time ,Date ,Op ,OP Desc ,Work Ctr ,WC Name ,Department ,Dept Name ,Milestone ,Shift ,Employee ,Site ,Line ,Qty Completed ,Std Run ,Act Run ,User ID 
1672197,BR167 FUCA LH MACH SHELL,BACKFLSH,"2,467,317","4,543,030",6/5/2023,8:14:34,6/5/2023,400,MACHINE COMPLETE,"1,624",P3 MAKINO A61,"7,215",BR167 Mach'g & Assembly,yes,1,8921,984,TIL,228,0.00779,1.776,rpauser
1672198,BR167 FUCA RH MACH SHELL,BACKFLSH,"2,467,318","4,543,031",6/5/2023,8:15:22,6/5/2023,400,MACHINE COMPLETE,"1,624",P3 MAKINO A61,"7,215",BR167 Mach'g & Assembly,yes,1,8921,984,TIL,228,0.00779,1.776,rpauser
1673197,BR167 FUCA LH,BACKFLSH,"2,467,319","4,543,032",6/5/2023,8:16:10,6/5/2023,500,"ASB BUSHINGS,BJ & PACK","3,655",P3 BUSHING/BJ ASB,"7,215",BR167 Mach'g & Assembly,yes,1,8921,984,TIL,208,0.00779,1.62,rpauser
1673197,BR167 FUCA LH,BACKFLSH,"2,467,320","4,543,032",6/5/2023,8:16:10,6/5/2023,499,LABOUR-2nd OPER,"3,655",P3 BUSHING/BJ ASB,"7,215",BR167 Mach'g & Assembly,no,1,,984,TIL,208,0.00779,1.62,rpauser
1673198,BR167 FUCA RH,BACKFLSH,"2,467,321","4,543,033",6/5/2023,8:16:58,6/5/2023,500,"ASB BUSHINGS,BJ & PACK","3,655",P3 BUSHING/BJ ASB,"7,215",BR167 Mach'g & Assembly,yes,1,8921,984,TIL,220,0.00779,1.714,rpauser
1652275,BR167 RUCA M/C SHELL,BACKFLSH,"2,467,323","4,544,090",6/5/2023,8:17:46,6/5/2023,400,MACHINE COMPLETE,"1,624",P3 MAKINO A61,"7,215",BR167 Mach'g & Assembly,yes,1,8921,984,TIL,744,0.01033,7.686,rpauser
1653275,BR167 RUCA HYBRID ASB LH,BACKFLSH,"2,467,324","4,544,099",6/5/2023,8:18:34,6/5/2023,500,ASB BUSHINGS & PACK,"3,654",P3 BUSHING ASB,"7,215",BR167 Mach'g & Assembly,yes,1,8921,984,TIL,460,0.00674,3.1,rpauser
1653276,BR167 RUCA HYBRID ASB RH,BACKFLSH,"2,467,325","4,545,452",6/5/2023,8:19:22,6/5/2023,500,ASB BUSHINGS & PACK,"3,654",P3 BUSHING ASB,"7,215",BR167 Mach'g & Assembly,yes,1,8921,984,TIL,303,0.00674,2.042,rpauser
1653298-04,G05 FLTA ASSEMBLY RH,BACKFLSH,"2,467,326","4,543,036",6/5/2023,8:20:10,6/5/2023,"13,500",APPLY LABEL & PACK,"3,564",P3 BUSHING PRESS - BMW,"7,208",BMW Assembly,yes,1,8921,984,TIL,979,0.005,4.895,rpauser
1653298-04,G05 FLTA ASSEMBLY RH,BACKFLSH,"2,467,327","4,543,036",6/5/2023,8:20:10,6/5/2023,"12,520",THERM CAL,"3,646",P3 THERM CALIBRATE OVEN,"7,208",BMW Assembly,no,1,,984,TIL,979,0,0,rpauser
1653298-04,G05 FLTA ASSEMBLY RH,BACKFLSH,"2,467,328","4,543,036",6/5/2023,8:20:10,6/5/2023,"12,535","TORQ CHK,ASB SEAL,WSHR","3,565","P3 TRQ CHK,SEAL ASB-BMW","7,208",BMW Assembly,no,1,,984,TIL,979,0.005,4.895,rpauser
1653298-04,G05 FLTA ASSEMBLY RH,BACKFLSH,"2,467,329","4,543,036",6/5/2023,8:20:10,6/5/2023,"13,499","ASB BUSHING, PROT","3,564",P3 BUSHING PRESS - BMW,"7,208",BMW Assembly,no,1,,984,TIL,979,0.005,4.895,rpauser
1683199-03,G05 FLCA ASSEMBLY LH,BACKFLSH,"2,467,330","4,543,601",6/5/2023,8:20:58,6/5/2023,"13,500",APPLY LABEL & PACK,"3,564",P3 BUSHING PRESS - BMW,"7,208",BMW Assembly,yes,1,8921,984,TIL,529,0.005,2.645,rpauser
1683199-03,G05 FLCA ASSEMBLY LH,BACKFLSH,"2,467,331","4,543,601",6/5/2023,8:20:58,6/5/2023,"12,520",THERM CAL,"3,646",P3 THERM CALIBRATE OVEN,"7,208",BMW Assembly,no,1,,984,TIL,529,0,0,rpauser
1683199-03,G05 FLCA ASSEMBLY LH,BACKFLSH,"2,467,332","4,543,601",6/5/2023,8:20:58,6/5/2023,"12,535","TORQ CHK,ASB SEAL,WSHR","3,565","P3 TRQ CHK,SEAL ASB-BMW","7,208",BMW Assembly,no,1,,984,TIL,529,0.005,2.645,rpauser
1683199-03,G05 FLCA ASSEMBLY LH,BACKFLSH,"2,467,333","4,543,601",6/5/2023,8:20:58,6/5/2023,"13,499","ASB BUSHINGS,PROT","3,564",P3 BUSHING PRESS - BMW,"7,208",BMW Assembly,no,1,,984,TIL,529,0.005,2.645,rpauser
1683203-03,F95 FLCA ASSEMBLY LH,BACKFLSH,"2,467,334","4,544,139",6/5/2023,8:21:46,6/5/2023,"13,500",APPLY LABEL & PACK,"3,564",P3 BUSHING PRESS - BMW,"7,208",BMW Assembly,yes,1,8921,984,TIL,100,0.005,0.5,rpauser
1683203-03,F95 FLCA ASSEMBLY LH,BACKFLSH,"2,467,335","4,544,139",6/5/2023,8:21:46,6/5/2023,"12,520",THERM CAL,"3,646",P3 THERM CALIBRATE OVEN,"7,208",BMW Assembly,no,1,,984,TIL,100,0,0,rpauser
1683203-03,F95 FLCA ASSEMBLY LH,BACKFLSH,"2,467,336","4,544,139",6/5/2023,8:21:46,6/5/2023,"12,535","TORQ CHK,ASB SEAL,WSHR","3,565","P3 TRQ CHK,SEAL ASB-BMW","7,208",BMW Assembly,no,1,,984,TIL,100,0.005,0.5,rpauser
1683203-03,F95 FLCA ASSEMBLY LH,BACKFLSH,"2,467,337","4,544,139",6/5/2023,8:21:46,6/5/2023,"13,499","ASB BUSHINGS,PROT","3,564",P3 BUSHING PRESS - BMW,"7,208",BMW Assembly,no,1,,984,TIL,100,0.005,0.5,rpauser
1663013,780B KNUCKLE BRKT ASB RH,BACKFLSH,"2,467,338","4,543,038",6/5/2023,8:22:34,6/5/2023,500,ASB BUSHING & PACK,"3,657",P3 TAPER INSERT ASB,"7,217",Toyota Knuckle Mach Asy,yes,1,8921,984,TIL,127,0.00415,0.527,rpauser
1663014,780B KNUCKLE BRKT ASB LH,BACKFLSH,"2,467,339","4,543,039",6/5/2023,8:23:22,6/5/2023,500,ASB BUSHING & PACK,"3,657",P3 TAPER INSERT ASB,"7,217",Toyota Knuckle Mach Asy,yes,1,8921,984,TIL,132,0.00415,0.548,rpauser
1273099-01,P708 KNUCKLE UBJ ASB,BACKFLSH,"2,467,340","4,544,076",6/5/2023,8:24:10,6/5/2023,535,ASB PROT & PACK,"3,623",P3 ASB DIAL-BALLJTS,"7,220",P708 Ball Joint Assembly,yes,1,8921,984,TIL,816,0.00255,2.081,rpauser
1273099-01,P708 KNUCKLE UBJ ASB,BACKFLSH,"2,467,341","4,544,076",6/5/2023,8:24:10,6/5/2023,520,ASB BALLJOINT,"3,623",P3 ASB DIAL-BALLJTS,"7,220",P708 Ball Joint Assembly,no,1,,984,TIL,816,0.00255,2.081,rpauser
1273098,P702 FLBJ ASSEMBLY,BACKFLSH,"2,467,346","4,543,089",6/5/2023,9:29:06,6/5/2023,520,ASB BALLJOINT,"3,645",P3 SPINNER-ALPHA,"7,343",Service Asb,no,2,,984,TIL,139,0.00798,1.109,berencsb
92478,BR167 LOCKING WASHER,BACKFLSH,"2,467,347","4,543,129",6/5/2023,9:34:35,6/5/2023,300,FORM COMPLETE,500,P3 INJECTION MOLD,"7,312",Injection Mold,yes,2,tb,984,TIL,"13,584.00",0.00013,1.766,berencsb
1274927,P131 FLBJ KLT SOCKET,BACKFLSH,"2,467,344","4,543,820",6/5/2023,9:28:52,6/5/2023,"1,535",ASSEMBLE COMPLETE & PACK,"3,631",P3 BENTZ INLINE ASSEMBLY,"7,315",BJ Asb-Slider Seal,yes,2,tb,984,til,515,0.0042,2.163,berencsb
1273098,P702 FLBJ ASSEMBLY,BACKFLSH,"2,467,345","4,543,089",6/5/2023,9:29:06,6/5/2023,535,"ASB SEAL,INSP,PROT,PACK","3,639",P3 SEAL PRESS-DUAL STN,"7,315",BJ Asb-Slider Seal,yes,2,tb,984,TIL,139,0.00275,0.382,berencsb
1212834,NISSAN ITR HOUS'G THRD'D,BACKFLSH,"2,467,348","4,543,130",6/5/2023,9:35:50,6/5/2023,"1,460",ROLL THREAD SHELL,"2,016",P3 THREADER-PLANETARY,"7,206",ITR Mach'g,yes,2,tb,984,TIL,"2,006.00",0.0017,3.41,berencsb
22373,"ITR STUD, GROOVE, THREAD",BACKFLSH,"2,467,349","4,543,833",6/5/2023,9:36:07,6/5/2023,"2,460",ROLL THREADS,"2,017",P3 THREADER-IZPE,"7,206",ITR Mach'g,yes,2,tb,984,til,166,0.00432,0.717,berencsb
22373,"ITR STUD, GROOVE, THREAD",BACKFLSH,"2,467,350","4,543,833",6/5/2023,9:36:07,6/5/2023,"1,400",TURN BELLOWS GROOVE,"1,616",P3 OKUMA,"7,206",ITR Mach'g,no,2,,984,til,166,0,0,berencsb
1213834,Nissan H60A ITR ASB,BACKFLSH,"2,467,351","4,543,149",6/5/2023,9:36:37,6/5/2023,"3,500",ITR ASSEMBLY & PACK,"3,558",P3 ITR ASSEMBLY,"7,205",ITR Assembly,yes,2,tb,984,TIL,"3,499.00",0.00333,11.652,berencsb
1212834,NISSAN ITR HOUS'G THRD'D,BACKFLSH,"2,467,352","4,543,130",6/5/2023,9:36:58,6/5/2023,"1,460",ROLL THREAD SHELL,"2,016",P3 THREADER-PLANETARY,"7,206",ITR Mach'g,yes,2,tb,984,TIL,500,0.0017,0.85,berencsb
23373,"ITR STUD COATED,BURNISHD",BACKFLSH,"2,467,353","4,543,834",6/5/2023,9:37:10,6/5/2023,"7,461",AUTO INSP & BURNISH BALL,"1,615","P3NAK SC250,INSP,BURNISH","7,206",ITR Mach'g,yes,2,tb,984,til,822,0.00377,3.099,berencsb
23373,"ITR STUD COATED,BURNISHD",BACKFLSH,"2,467,354","4,543,834",6/5/2023,9:37:10,6/5/2023,"3,800",ECOAT - 192 PARTS/RACK,"4,501",P3 E-COAT COMPLEX,"7,388",E-Coat,no,2,,984,til,822,0.00032,0.263,berencsb
23373,"ITR STUD COATED,BURNISHD",BACKFLSH,"2,467,355","4,543,834",6/5/2023,9:37:10,6/5/2023,"6,401",MACHINE BALL,"1,615","P3NAK SC250,INSP,BURNISH","7,206",ITR Mach'g,no,2,,984,til,822,0,0,berencsb
1213834,Nissan H60A ITR ASB,BACKFLSH,"2,467,356","4,543,149",6/5/2023,9:37:25,6/5/2023,"3,500",ITR ASSEMBLY & PACK,"3,558",P3 ITR ASSEMBLY,"7,205",ITR Assembly,yes,2,tb,984,TIL,"1,180.00",0.00333,3.929,berencsb
1212834,NISSAN ITR HOUS'G THRD'D,BACKFLSH,"2,467,357","4,543,130",6/5/2023,9:38:49,6/5/2023,"1,460",ROLL THREAD SHELL,"2,016",P3 THREADER-PLANETARY,"7,206",ITR Mach'g,yes,2,tb,984,TIL,875,0.0017,1.488,berencsb
1214837,Nissan H61L ITR ASB,BACKFLSH,"2,467,358","4,544,069",6/5/2023,9:39:03,6/5/2023,500,ITR ASSEMBLY & PACK,"3,558",P3 ITR ASSEMBLY,"7,205",ITR Assembly,yes,2,tb,984,til,538,0.00333,1.792,berencsb
1273942,DANA/DCX JK UBJ ASB,BACKFLSH,"2,467,359","4,544,081",6/5/2023,9:40:02,6/5/2023,"2,535",ASSEMBLE COMPLETE & PACK,"3,638",P3 SPINNER,"7,210",Alpha X-AXIS Mach/Asb,yes,2,tb,984,til,109,0.00799,0.871,berencsb
1674123,LX AWD FUCA LH ASSEMBLY,BACKFLSH,"2,467,360","4,543,151",6/5/2023,9:40:48,6/5/2023,"13,535","ASB BJ,SEAL,PROT","3,620",P3 ASB DIAL,"7,326",ND/LX FUCA Asb,yes,2,tb,984,TIL,259,0.0102,2.642,berencsb
1674123,LX AWD FUCA LH ASSEMBLY,BACKFLSH,"2,467,361","4,543,151",6/5/2023,9:40:48,6/5/2023,"11,800",E-COAT,"4,501",P3 E-COAT COMPLEX,"7,388",E-Coat,no,2,,984,TIL,259,0.00212,0.549,berencsb
1674123,LX AWD FUCA LH ASSEMBLY,BACKFLSH,"2,467,362","4,543,151",6/5/2023,9:40:48,6/5/2023,"12,500",ASB. PIVOT BUSHINGS,"3,619",P3 BUSHING PRESS,"7,326",ND/LX FUCA Asb,no,2,,984,TIL,259,0,0,berencsb
1674123,LX AWD FUCA LH ASSEMBLY,BACKFLSH,"2,467,363","4,543,151",6/5/2023,9:41:12,6/5/2023,"13,535","ASB BJ,SEAL,PROT","3,620",P3 ASB DIAL,"7,326",ND/LX FUCA Asb,yes,2,tb,984,TIL,146,0.0102,1.489,berencsb
1674123,LX AWD FUCA LH ASSEMBLY,BACKFLSH,"2,467,364","4,543,151",6/5/2023,9:41:12,6/5/2023,"11,800",E-COAT,"4,501",P3 E-COAT COMPLEX,"7,388",E-Coat,no,2,,984,TIL,146,0.00212,0.31,berencsb
1674123,LX AWD FUCA LH ASSEMBLY,BACKFLSH,"2,467,365","4,543,151",6/5/2023,9:41:12,6/5/2023,"12,500",ASB. PIVOT BUSHINGS,"3,619",P3 BUSHING PRESS,"7,326",ND/LX FUCA Asb,no,2,,984,TIL,146,0,0,berencsb
1676124,LX AWD FUCA RH ASSEMBLY,BACKFLSH,"2,467,366","4,543,152",6/5/2023,9:41:20,6/5/2023,"13,535","ASB BJ,SEAL,PROT","3,620",P3 ASB DIAL,"7,326",ND/LX FUCA Asb,yes,2,tb,984,TIL,294,0.0102,2.999,berencsb
1676124,LX AWD FUCA RH ASSEMBLY,BACKFLSH,"2,467,367","4,543,152",6/5/2023,9:41:21,6/5/2023,"11,800",E-COAT,"4,501",P3 E-COAT COMPLEX,"7,388",E-Coat,no,2,,984,TIL,294,0.00212,0.623,berencsb
1676124,LX AWD FUCA RH ASSEMBLY,BACKFLSH,"2,467,368","4,543,152",6/5/2023,9:41:21,6/5/2023,"12,500",ASB. PIVOT BUSHINGS,"3,619",P3 BUSHING PRESS,"7,326",ND/LX FUCA Asb,no,2,,984,TIL,294,0,0,berencsb
1513268-01,P708 LINKAGE Mono 4x4,BACKFLSH,"2,467,369","4,543,162",6/5/2023,9:42:41,6/5/2023,500,PACK LINKAGE,"3,577","P3 BA,CA,DA PACK -P708","7,222",P708 Linkage Assembly,yes,2,tb,984,TIL,676,0.00999,6.753,berencsb
1213891,P708 DL OUTER ASSEMBLY,BACKFLSH,"2,467,370","4,543,163",6/5/2023,9:42:53,6/5/2023,"1,520","ASB BOWL,SEAL","3,567",P3 DIAL#2 BOWLS -P708,"7,222",P708 Linkage Assembly,yes,2,tb,984,TIL,399,0.00492,1.963,berencsb
1213891,P708 DL OUTER ASSEMBLY,BACKFLSH,"2,467,371","4,543,163",6/5/2023,9:42:53,6/5/2023,800,E-COAT 90 PCS/RACK,"4,501",P3 E-COAT COMPLEX,"7,388",E-Coat,no,2,,984,TIL,399,0.00159,0.634,berencsb
1213891,P708 DL OUTER ASSEMBLY,BACKFLSH,"2,467,372","4,543,163",6/5/2023,9:42:53,6/5/2023,"1,519",ASB LBR-BOWL,"3,567",P3 DIAL#2 BOWLS -P708,"7,222",P708 Linkage Assembly,no,2,,984,TIL,399,0.00507,2.023,berencsb
1213891,P708 DL OUTER ASSEMBLY,BACKFLSH,"2,467,373","4,543,163",6/5/2023,9:42:58,6/5/2023,"1,520","ASB BOWL,SEAL","3,567",P3 DIAL#2 BOWLS -P708,"7,222",P708 Linkage Assembly,yes,2,tb,984,TIL,300,0.00492,1.476,berencsb
1213891,P708 DL OUTER ASSEMBLY,BACKFLSH,"2,467,374","4,543,163",6/5/2023,9:42:58,6/5/2023,800,E-COAT 90 PCS/RACK,"4,501",P3 E-COAT COMPLEX,"7,388",E-Coat,no,2,,984,TIL,300,0.00159,0.477,berencsb
1213891,P708 DL OUTER ASSEMBLY,BACKFLSH,"2,467,375","4,543,163",6/5/2023,9:42:58,6/5/2023,"1,519",ASB LBR-BOWL,"3,567",P3 DIAL#2 BOWLS -P708,"7,222",P708 Linkage Assembly,no,2,,984,TIL,300,0.00507,1.521,berencsb
1213891,P708 DL OUTER ASSEMBLY,BACKFLSH,"2,467,376","4,543,163",6/5/2023,9:43:05,6/5/2023,"1,520","ASB BOWL,SEAL","3,567",P3 DIAL#2 BOWLS -P708,"7,222",P708 Linkage Assembly,yes,2,tb,984,TIL,638,0.00492,3.139,berencsb
1213891,P708 DL OUTER ASSEMBLY,BACKFLSH,"2,467,377","4,543,163",6/5/2023,9:43:05,6/5/2023,800,E-COAT 90 PCS/RACK,"4,501",P3 E-COAT COMPLEX,"7,388",E-Coat,no,2,,984,TIL,638,0.00159,1.014,berencsb
1213891,P708 DL OUTER ASSEMBLY,BACKFLSH,"2,467,378","4,543,163",6/5/2023,9:43:05,6/5/2023,"1,519",ASB LBR-BOWL,"3,567",P3 DIAL#2 BOWLS -P708,"7,222",P708 Linkage Assembly,no,2,,984,TIL,638,0.00507,3.235,berencsb
1213892,P708 DL INNER ASSEMBLY,BACKFLSH,"2,467,379","4,543,164",6/5/2023,9:43:20,6/5/2023,"1,530",ASB INDEX BAR,"3,574",P3 INDEX BAR ASY-P708 AA,"7,222",P708 Linkage Assembly,yes,2,tb,984,TIL,703,0.00952,6.693,berencsb
1213892,P708 DL INNER ASSEMBLY,BACKFLSH,"2,467,380","4,543,164",6/5/2023,9:43:20,6/5/2023,800,E-COAT 15 PCS/RACK,"4,501",P3 E-COAT COMPLEX,"7,388",E-Coat,no,2,,984,TIL,703,0.00476,3.346,berencsb
1213892,P708 DL INNER ASSEMBLY,BACKFLSH,"2,467,381","4,543,164",6/5/2023,9:43:20,6/5/2023,"1,519",ASB LBR-BOWL,"3,567",P3 DIAL#2 BOWLS -P708,"7,222",P708 Linkage Assembly,no,2,,984,TIL,703,0.00507,3.564,berencsb
1213892,P708 DL INNER ASSEMBLY,BACKFLSH,"2,467,382","4,543,164",6/5/2023,9:43:20,6/5/2023,"1,520","ASB BOWL,SEAL","3,567",P3 DIAL#2 BOWLS -P708,"7,222",P708 Linkage Assembly,no,2,,984,TIL,703,0.00492,3.459,berencsb
1213892,P708 DL INNER ASSEMBLY,BACKFLSH,"2,467,383","4,543,164",6/5/2023,9:43:20,6/5/2023,"1,529",ASB LBR-INDEX BAR,"3,567",P3 DIAL#2 BOWLS -P708,"7,222",P708 Linkage Assembly,no,2,,984,TIL,703,0.00047,0.33,berencsb
1213892,P708 DL INNER ASSEMBLY,BACKFLSH,"2,467,384","4,543,164",6/5/2023,9:43:25,6/5/2023,"1,530",ASB INDEX BAR,"3,574",P3 INDEX BAR ASY-P708 AA,"7,222",P708 Linkage Assembly,yes,2,tb,984,TIL,621,0.00952,5.912,berencsb
1213892,P708 DL INNER ASSEMBLY,BACKFLSH,"2,467,385","4,543,164",6/5/2023,9:43:25,6/5/2023,800,E-COAT 15 PCS/RACK,"4,501",P3 E-COAT COMPLEX,"7,388",E-Coat,no,2,,984,TIL,621,0.00476,2.956,berencsb
1213892,P708 DL INNER ASSEMBLY,BACKFLSH,"2,467,386","4,543,164",6/5/2023,9:43:25,6/5/2023,"1,519",ASB LBR-BOWL,"3,567",P3 DIAL#2 BOWLS -P708,"7,222",P708 Linkage Assembly,no,2,,984,TIL,621,0.00507,3.148,berencsb
1213892,P708 DL INNER ASSEMBLY,BACKFLSH,"2,467,387","4,543,164",6/5/2023,9:43:25,6/5/2023,"1,520","ASB BOWL,SEAL","3,567",P3 DIAL#2 BOWLS -P708,"7,222",P708 Linkage Assembly,no,2,,984,TIL,621,0.00492,3.055,berencsb
1213892,P708 DL INNER ASSEMBLY,BACKFLSH,"2,467,388","4,543,164",6/5/2023,9:43:25,6/5/2023,"1,529",ASB LBR-INDEX BAR,"3,567",P3 DIAL#2 BOWLS -P708,"7,222",P708 Linkage Assembly,no,2,,984,TIL,621,0.00047,0.292,berencsb
1213893,P708 TR LH ASSEMBLY,BACKFLSH,"2,467,389","4,543,165",6/5/2023,9:43:35,6/5/2023,"1,530",ASB INDEX BAR,"3,568",P3 INDEX BAR ASY -P708,"7,222",P708 Linkage Assembly,yes,2,tb,984,TIL,676,0.00709,4.793,berencsb
1213893,P708 TR LH ASSEMBLY,BACKFLSH,"2,467,390","4,543,165",6/5/2023,9:43:35,6/5/2023,800,E-COAT 20 PCS/RACK,"4,501",P3 E-COAT COMPLEX,"7,388",E-Coat,no,2,,984,TIL,676,0.00428,2.893,berencsb
1213893,P708 TR LH ASSEMBLY,BACKFLSH,"2,467,391","4,543,165",6/5/2023,9:43:35,6/5/2023,"1,519",ASB LBR-BOWL,"3,567",P3 DIAL#2 BOWLS -P708,"7,222",P708 Linkage Assembly,no,2,,984,TIL,676,0.00581,3.928,berencsb
1213893,P708 TR LH ASSEMBLY,BACKFLSH,"2,467,392","4,543,165",6/5/2023,9:43:35,6/5/2023,"1,520","ASB BOWL,SEAL-PIN JT","3,566",P3 DIAL#1 PIN/CA -P708,"7,222",P708 Linkage Assembly,no,2,,984,TIL,676,0.00423,2.859,berencsb
1213893,P708 TR LH ASSEMBLY,BACKFLSH,"2,467,393","4,543,165",6/5/2023,9:43:35,6/5/2023,"1,529",ASB LBR-INDEX BAR,"3,567",P3 DIAL#2 BOWLS -P708,"7,222",P708 Linkage Assembly,no,2,,984,TIL,676,0.00294,1.987,berencsb
1213893,P708 TR LH ASSEMBLY,BACKFLSH,"2,467,394","4,543,165",6/5/2023,9:43:40,6/5/2023,"1,530",ASB INDEX BAR,"3,568",P3 INDEX BAR ASY -P708,"7,222",P708 Linkage Assembly,yes,2,tb,984,TIL,647,0.00709,4.587,berencsb
1213893,P708 TR LH ASSEMBLY,BACKFLSH,"2,467,395","4,543,165",6/5/2023,9:43:40,6/5/2023,800,E-COAT 20 PCS/RACK,"4,501",P3 E-COAT COMPLEX,"7,388",E-Coat,no,2,,984,TIL,647,0.00428,2.769,berencsb
1213893,P708 TR LH ASSEMBLY,BACKFLSH,"2,467,396","4,543,165",6/5/2023,9:43:40,6/5/2023,"1,519",ASB LBR-BOWL,"3,567",P3 DIAL#2 BOWLS -P708,"7,222",P708 Linkage Assembly,no,2,,984,TIL,647,0.00581,3.759,berencsb
1213893,P708 TR LH ASSEMBLY,BACKFLSH,"2,467,397","4,543,165",6/5/2023,9:43:40,6/5/2023,"1,520","ASB BOWL,SEAL-PIN JT","3,566",P3 DIAL#1 PIN/CA -P708,"7,222",P708 Linkage Assembly,no,2,,984,TIL,647,0.00423,2.737,berencsb
1213893,P708 TR LH ASSEMBLY,BACKFLSH,"2,467,398","4,543,165",6/5/2023,9:43:40,6/5/2023,"1,529",ASB LBR-INDEX BAR,"3,567",P3 DIAL#2 BOWLS -P708,"7,222",P708 Linkage Assembly,no,2,,984,TIL,647,0.00294,1.902,berencsb
1213894,P708 TR RH ASSEMBLY,BACKFLSH,"2,467,399","4,543,166",6/5/2023,9:43:49,6/5/2023,"1,530",ASB INDEX BAR,"3,568",P3 INDEX BAR ASY -P708,"7,222",P708 Linkage Assembly,yes,2,tb,984,TIL,676,0.00709,4.793,berencsb
1213894,P708 TR RH ASSEMBLY,BACKFLSH,"2,467,400","4,543,166",6/5/2023,9:43:49,6/5/2023,800,E-COAT 20 PCS/RACK,"4,501",P3 E-COAT COMPLEX,"7,388",E-Coat,no,2,,984,TIL,676,0.00428,2.893,berencsb
1213894,P708 TR RH ASSEMBLY,BACKFLSH,"2,467,401","4,543,166",6/5/2023,9:43:49,6/5/2023,"1,519",ASB LBR-BOWL,"3,567",P3 DIAL#2 BOWLS -P708,"7,222",P708 Linkage Assembly,no,2,,984,TIL,676,0.00581,3.928,berencsb
1213894,P708 TR RH ASSEMBLY,BACKFLSH,"2,467,402","4,543,166",6/5/2023,9:43:49,6/5/2023,"1,520","ASB BOWL,SEAL-CABJ","3,566",P3 DIAL#1 PIN/CA -P708,"7,222",P708 Linkage Assembly,no,2,,984,TIL,676,0.00423,2.859,berencsb
1213894,P708 TR RH ASSEMBLY,BACKFLSH,"2,467,403","4,543,166",6/5/2023,9:43:49,6/5/2023,"1,529",ASB LBR-INDEX BAR,"3,567",P3 DIAL#2 BOWLS -P708,"7,222",P708 Linkage Assembly,no,2,,984,TIL,676,0.00294,1.987,berencsb
1213894,P708 TR RH ASSEMBLY,BACKFLSH,"2,467,404","4,543,166",6/5/2023,9:43:51,6/5/2023,"1,530",ASB INDEX BAR,"3,568",P3 INDEX BAR ASY -P708,"7,222",P708 Linkage Assembly,yes,2,tb,984,TIL,647,0.00709,4.587,berencsb
1213894,P708 TR RH ASSEMBLY,BACKFLSH,"2,467,405","4,543,166",6/5/2023,9:43:51,6/5/2023,800,E-COAT 20 PCS/RACK,"4,501",P3 E-COAT COMPLEX,"7,388",E-Coat,no,2,,984,TIL,647,0.00428,2.769,berencsb
1213894,P708 TR RH ASSEMBLY,BACKFLSH,"2,467,406","4,543,166",6/5/2023,9:43:51,6/5/2023,"1,519",ASB LBR-BOWL,"3,567",P3 DIAL#2 BOWLS -P708,"7,222",P708 Linkage Assembly,no,2,,984,TIL,647,0.00581,3.759,berencsb
1213894,P708 TR RH ASSEMBLY,BACKFLSH,"2,467,407","4,543,166",6/5/2023,9:43:51,6/5/2023,"1,520","ASB BOWL,SEAL-CABJ","3,566",P3 DIAL#1 PIN/CA -P708,"7,222",P708 Linkage Assembly,no,2,,984,TIL,647,0.00423,2.737,berencsb
1213894,P708 TR RH ASSEMBLY,BACKFLSH,"2,467,408","4,543,166",6/5/2023,9:43:52,6/5/2023,"1,529",ASB LBR-INDEX BAR,"3,567",P3 DIAL#2 BOWLS -P708,"7,222",P708 Linkage Assembly,no,2,,984,TIL,647,0.00294,1.902,berencsb
1223160,P708 TR TUBE SUB-ASY,BACKFLSH,"2,467,409","4,543,167",6/5/2023,9:44:05,6/5/2023,"1,500",ASB TUBE SUB-ASY,"3,570",P3 TR SUB-ASY -P708,"7,222",P708 Linkage Assembly,yes,2,tb,984,TIL,656,0.00935,6.134,berencsb
1223160,P708 TR TUBE SUB-ASY,BACKFLSH,"2,467,410","4,543,167",6/5/2023,9:44:05,6/5/2023,800,E-COAT 20 PCS/RACK,"4,501",P3 E-COAT COMPLEX,"7,388",E-Coat,no,2,,984,TIL,656,0.00571,3.746,berencsb
1223160,P708 TR TUBE SUB-ASY,BACKFLSH,"2,467,411","4,543,167",6/5/2023,9:44:05,6/5/2023,"1,499",ASB LBR-TUBE-SUB-ASY,"3,567",P3 DIAL#2 BOWLS -P708,"7,222",P708 Linkage Assembly,no,2,,984,TIL,656,0.00068,0.446,berencsb
1223160,P708 TR TUBE SUB-ASY,BACKFLSH,"2,467,412","4,543,167",6/5/2023,9:44:08,6/5/2023,"1,500",ASB TUBE SUB-ASY,"3,570",P3 TR SUB-ASY -P708,"7,222",P708 Linkage Assembly,yes,2,tb,984,TIL,655,0.00935,6.124,berencsb
1223160,P708 TR TUBE SUB-ASY,BACKFLSH,"2,467,413","4,543,167",6/5/2023,9:44:08,6/5/2023,800,E-COAT 20 PCS/RACK,"4,501",P3 E-COAT COMPLEX,"7,388",E-Coat,no,2,,984,TIL,655,0.00571,3.74,berencsb
1223160,P708 TR TUBE SUB-ASY,BACKFLSH,"2,467,414","4,543,167",6/5/2023,9:44:08,6/5/2023,"1,499",ASB LBR-TUBE-SUB-ASY,"3,567",P3 DIAL#2 BOWLS -P708,"7,222",P708 Linkage Assembly,no,2,,984,TIL,655,0.00068,0.445,berencsb
